name,alias,country,region,lat,lon,isni
Soochow University,동오대학; 둥우대학; 중서서원; Soochow University; 私立東吳大學; 財團法人私立東吳大學,Taiwan,Taipei,25.09527778,121.54555556,
Soochow University,"Suda; Suzhou-Universität; 國立社會教育學院; 江蘇師範學院; 苏南师范学院; 苏州丝绸学院; 苏州医学院; 苏州蚕桑专科学校; 蘇南文化教育學院; Soochow University, SCU",People's Republic of China,Suzhou,31.31083333,120.63555556,
Sookmyung Women's University,淑大; 淑明女子大学; 숙대; 숙명여대; 숙명여자 대학교; 숙명여자대; 숙명여자대학; 숙명여자전문학교; 숙명여전,South Korea,Seoul,37.545419,126.964649,
Soongsil University,Soongsil University; Soongsil-Universität; Sungsil University; Sungsil-Universität; Universität Sungsil; 崇實大学校; 숭실 대학교; 숭실대; 숭실전문학교; 숭실학교; 숭실학당; 숭전대; 숭전대학교,South Korea,Seoul,37.496295,126.95627,
Sophia University,Jōchi Daigaku; Sofia-Universität; Sophia University; Universidad de Sophia; Universidad Sofia de Tokio; Université de Sophia; Universite Sophia; Università Sophia; 上大; 上智大; 上智学院; 学校法人上智学院; 조치대학; Софийский Университет (Токио); 上智大学,Japan,Tokyo,35.684166666667,139.73194444444,0000 0001 2324 7186
Soroti University,,Uganda,,1.775,33.58,
Souphanouvong University,,Laos,,19.9216,102.1881,
South African Institute of International Affairs,,South Africa,,-26.1905,28.0319,
South Asian University,South Asian University,India,Delhi,28.37,73.43,
South Carolina State University,SCSU; SC State University,United States of America,Orangeburg,33.497222222222,-80.85,0000 0000 9688 0110
South China Agricultural University,Scau; 华南农学院; SCAU,People's Republic of China,,23.1536,113.356,
South China Normal University,南方大学 (广州); Université Normale de Chine du Sud; SCNU; 广东师范学院; 广东省立文理学院; 華南師範大學; 華南師範學院,People's Republic of China,Guangzhou,23.1365,113.35,
South China University of Technology,SCUT; South China University of Technology; Universite de technologie de Chine meridionale; 华南理工大学; Scut; 华南工学院; 广东化工学院,People's Republic of China,,23.1513,113.345,
South Dakota School of Mines and Technology,Dakota School of Mines; SDSM&T; South Dakota Mines; South Dakota Tech,United States of America,South Dakota,44.073888888889,-103.20611111111,0000 0001 0704 1727
South Dakota State University,SDSU; South Dakota State University; South Dakota State University; Université d'Etat du Dakota du Sud; 南达科他州立大学,United States of America,Brookings,44.316617,-96.785731,0000 0001 2167 853X
South East European University,Universite de l'Europe du Sud-Est; Université de l'europe du sud-est; Université de l'Europe du sud-est; South East European University; Universiteti i Evropës Juglindore; UEJL; Universiteti i EJL; Universiteti i europes juglindore; UNIVERSITETI I EVROPES JUG-LINDORE; Universiteti i Evropës Jug-Lindore; Güney Doğu Avrupa Üniversitesi; Güneydoğu avrupa üniversitesi,Albania,Tetovo,41.985833333333,20.961111111111,
South Eastern University of Sri Lanka,இலங்கை தென்கிழக்குப் பல்கலைக்கழகம்; தென்கிழக்குப் பல்கலைக்கழகம்,Sri Lanka,,7.30097222,81.85530556,
South Leicestershire College,,,,52.5828,-1.1168,
South Texas College of Law,南テキサス・ローカレッジ,United States of America,,29.7529,-95.3648,
South Ural State University,Челябинский политехнический институт; Юургу,Russia,,55.16,61.37,
South-West State University,Известия ЮЗГУ; КурскГТУ; Курский государственный технический университет; Курский политехнический институт; Юго-западный государственный университет; ЮЗГУ,Russia,,51.73843889,36.14830833,
"South-West University ""Neofit Rilski""","Югозападен университет; Югозападен университет Неофит Рилски; Югозападния университет; ЮЗУ; ЮЗУ ""Неофит Рилски""",Bulgaria,,42.01833333,23.07722222,
Southampton Solent University,Southampton Solent Universität,United Kingdom,Southampton,50.908,-1.401,
Southeast Missouri State University,SMSU,United States of America,Missouri,37.315125,-89.529391666667,0000 0001 2294 369X
Southeast University,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; South East University; Southeast University (Bangladesh); Southeast University (SEU),Bangladesh,,23.7947,90.4049,
Southeastern Louisiana University,Southeastern; Southeastern Louisiana University; Universidad de Southeastern Louisiana,United States of America,Louisiana,30.511389,-90.467222,
Southeastern Oklahoma State University,دانشگاه ایالتی جنوبی اوکلاهما; 東南俄克拉荷馬州立大學; 東南奧克拉荷馬州立大學,United States of America,Oklahoma,34.0064,-96.3781,
Southeastern University,,United States of America,Florida,28.0286,-81.9173,
Southern Adventist University,,United States of America,Tennessee,35.0481,-85.051,
Southern Arkansas University,,United States of America,Arkansas,33.2916,-93.2359,
Southern California Institute of Law,,United States of America,California,34.2669,-119.213,
Southern Connecticut State University,SCSU,United States of America,Connecticut,41.3325,-72.9475,
Southern Cross University,SCU,Australia,Lismore,-28.818555,153.299513,
Southern Federal University,Rostov State University; Ростовський державний університет; Universidad del Don; Universidad Estatal de Rostov; Universidad Estatal de Rostov del Don; Universidad Estatal del Cáucaso Norte; Universidad Mitrofan Bogayevski; ЮФУ; Північно-Кавказький державний університет; Ростовський університет,Russia,,47.2247,39.7286,
Southern Illinois University Carbondale,SIU Carbondale; SIUC; Southern Illinois University Carbondale; SIUC; SLNU; 南伊利諾大學; 南伊利諾伊大學卡本代爾分校; 南伊利諾大學卡本代爾分校,United States of America,Jackson County,37.710426,-89.219306,
Southern Illinois University Edwardsville,SIUE; 南伊利諾大學艾德華村分校; サザン・イリノイ大学,United States of America,Illinois,38.7934,-89.9978,
Southern Methodist University,SMU; Jižanská metodistická univerzita; Southern Methodist; Southern Methodist University; サウスメソジスト大学; サザンメソジスト大学; Southern methodist university; Southern Methodist University; 南方卫理公会大学; 南方衛理公會大學,United States of America,Texas,32.844114,-96.784874,
Southern Nazarene University,SNU,United States of America,Oklahoma,35.5139,-97.6309,
Southern New Hampshire University,SNHU; Southern New Hampshire University,United States of America,New Hampshire,43.0397,-71.4539,
Southern Oregon University,Southern Oregon University; 南奧勒岡大學,United States of America,Oregon,42.1857,-122.694,
Southern Polytechnic State University,,United States of America,,33.94,-84.52,
Southern University,Southern University and A&M College; Southern University and A&M College; Southern University and A&M College; サウザン大学,United States of America,Louisiana,30.5247,-91.19,
Southern University of Chile,UACH,Chile,Valdivia,-39.8073,-73.2511,
Southern Utah University,SUU,United States of America,Utah,37.6754,-113.072,
Southern Virginia University,SVU,United States of America,Virginia,37.7408,-79.3503,
Southern Wesleyan University,SWU; 南衛斯里昂大學,United States of America,South Carolina,34.7243,-82.7719,
Southwest Baptist University,,United States of America,,37.6019,-93.4091,
Southwest Jiaotong University,唐山交通大学; 唐山工學院; 唐山路矿学堂; 唐山铁道学院; 西南交大,People's Republic of China,Chengdu,29.57083333,103.45805556,
Southwest University,SWU; 川東師範學校,People's Republic of China,,29.813903,106.412936,
Southwest University of Political Science and Law,,People's Republic of China,,29.665,106.58972222222,
Southwestern Assemblies of God University,,United States of America,Texas,32.4038,-96.853,
Southwestern Indian Polytechnic Institute,S.I.P.I.; SIPI,United States of America,Albuquerque,35.1747477,-106.6658272,
Southwestern Law School,,United States of America,California,34.0611,-118.288,
Southwestern Oklahoma State University,Southwestern; Southwestern Oklahoma State University Sayre Campus; Southwestern Oklahoma State University Weatherford Campus; SWOSU,United States of America,Oklahoma,35.5344,-98.7078,
Specs Howard School of Media Arts,Specs Howard School of Broadcast Arts,United States of America,,42.4593,-83.2394,
Spiru Haret University,Universite Spiru Haret; Universitatea Spiru Haret Bucureşti; Universitatea Spiru Haret București,Romania,Bucharest,44.433155,26.101289,
Sree Sankaracharya Sanskrit University,,India,,10.1683,76.4387,
Sri Ram Chandra Singh Mahavidyalaya,,India,,26.77,82.15,
Sri Sathya Sai University,,India,,14.162,77.812,
Sri Venkateswara College,,,,28.6925,77.21,
Sripatum University,司巴頓大學,Thailand,Bangkok,13.85526807,100.58532178,
Ss. Cyril and Methodius University of Skopje,斯科普里聖西里爾與迪烏斯大學; 斯科普里圣西里尔与美多德大学; 斯科普里聖西里爾與美多德大學,Republic of Macedonia,Skopje,42.0004,21.4434,
St Aloysius' College,,India,,23.1534,79.9531,
"St Joseph's College, Darjeeling",,,,27.05932222,88.25071111,
"St Mary's University, Twickenham",St. Mary's University College Twickenham; St. Mary's University College Twickenham,United Kingdom,,51.4376,-0.335,
St Patrick's College,"Maynooth; National Seminary for Ireland; St Patrick's College, Maynooth; セント・パトリックス・カレッジ; メイヌース聖パトリック大学",Ireland,Maynooth,53.3804,-6.5961,
"St Xaviers College, Jaipur",,,Rajasthan,26.91738333,75.79804444,
St. Ambrose University,St Ambrose University,United States of America,Iowa,41.54,-90.58,
St. Andrews University,,United States of America,North Carolina,34.7454,-79.4786,
St. Augustine International University,,Uganda,,0.284,32.606,
St. Augustine University,,Nigeria,Epe,6.58409977,3.98340011,
St. Bonaventure University,St. Bonaventure University; Bonas; St. Bona; Universidad de St. Bonaventure; St. Bonaventure University,United States of America,New York,42.0781,-78.4813,
St. Catherine University,Saint Catherine University; St. Kate's; 聖カタリナ女子大学; College of Saint Catherine; College of St. Catherine - Minneapolis,United States of America,Saint Paul,33.975555555556,132.78166666667,
St. Clement of Ohrid University of Bitola,St. Klement av Ohrid Universitetet i Bitola,Republic of Macedonia,Bitola,41.032,21.3148,
St. Cloud State University,SCSU; Saint Cloud State University; St. Cloud State; St. Cloud State; St. Cloud State University,United States of America,St. Cloud,45.55,-94.15,
St. Edward's University,Université américaine Saint Edwards à Angers; セントエドワーズ大学,United States of America,Texas,30.2333,-97.75,
St. Francis Xavier University,St. Francis Xavier University; St. Francis-Xavier University Nova Scotia; StFX; 聖方濟各沙勿略大學; セントフランシスゼイヴィアー大学,Canada,Antigonish,45.616797222222,-61.982888888889,
"St. George's College, Jerusalem",,Israel,,31.7873,35.2294,
St. Jerome's University,,Canada,,43.469166666667,-80.545555555556,
"St. John's College, Belize",,,,17.51236916,-88.19858551,
"St. John's College, University of Manitoba",,Canada,,49.809444444444,-97.132777777778,
"St. John's High School, Ranchi",,,,23.36768056,85.32735278,
St. John's University,"St John's University; St. John's University; Universidad de St. John's; Universidad St John's; Universidad St. John's; دانشگاه سنت جانز; Saint John's University; Saint John's University, New York; St. John's University; St. John's University, New York; Saint John's University; St.John's University; 圣约翰大学; 聖約翰大學",United States of America,New York City,40.72194,-73.79556,
St. John's University School of Law,ロースクール; セント・ジョーンズ大学ロースクール,United States of America,New York,40.724,-73.7964,
"St. Lawrence College, Ontario",St. Lawrence College,Canada,,44.22312,-76.527905,
St. Lawrence University,St. Lawrence University; 聖勞倫斯大學; セント・ローレンス大学,United States of America,New York,44.592777777778,-75.160277777778,
St. Lawrence University,,Uganda,,0.301667,32.5619,
St. Luke's College of Nursing,聖路加大; 聖路加看護大; St. Luke's International University,Japan,,35.6677,139.775,
St. Marianna University School of Medicine,東洋医科大学; 聖マリアンナ医大,Japan,,35.6005,139.549,
St. Mary's Educational Foundation,,Japan,,33.3058,130.508,
St. Mary's University School of Law,セント・メアリー大学ロースクール,United States of America,Texas,29.46,-98.5673,
St. Mary's University in Juba,,South Sudan,,4.8459,31.6067,
"St. Mary's University, Texas",,United States of America,,29.4531,-98.5623,
St. Matthew's University,,Cayman Islands,,19.3397,-81.3789,
"St. Thomas College, Bhilai",,India,,21.171,81.3289,
St. Thomas University,Saint Thomas University; St Thomas University,United States of America,Florida,25.92,-80.256,
St. Thomas University,Université Saint-Thomas,Canada,New Brunswick,45.943661111111,-66.646777777778,
"St. Thomas University, Japan",大阪聖トマス大学; 英知大学,Japan,,34.7494,135.438,
"St. Xavier's College, Kathmandu",,,Kathmandu,27.69325829,85.3211441,
"St. Xavier's College, Ranchi",,,,23.36781944,85.3262,
Staffordshire University,,,Stoke-on-Trent,53.00969696,-2.18166113,
Stamford International University,มหาวิทยาลัยนานาชาติสแตมฟอร์ด,Thailand,,13.7347,100.662,
Stamford University,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; Stamford University; Stamford University (Bangladesh); স্ট্যামফোর্ড ইউনিভার্সিটি,Bangladesh,,23.745,90.4083,
Stanford Law School,Stanfordská právnická škola; 스탠포드 법학대학원; Стэнфордская школа права; 史丹佛大学法学院; 史丹佛法学院; 斯坦福大学法学院,United States of America,,37.424166666667,-122.16777777778,
Stanford University,"ስታንፎርድ ዩኒቨርሲቲ; ስታንፎርድ ዩኒቨርሲቴ; Стэнфард; Stanford University; Станфордския Университет; Станфордско училище по бизнес; Станфордското бизнес училище; Elizabeth Okazaki; Leeland Stanford Junior University Marching Band; Leland Stanford Jr. University; Leland Stanford Junior University; Leland Stanford, Jr. University; LSJU; Peter Cangelosi; Stanford; Stanford Hymn; Stanford U.; Stanford uni; Stanford Univ.; Stanford Univeristy; Stanford university; Stanfurd; University of Stanford; Yi Cui; স্ট্যানফোর্ড ইউনিভারসিটি; স্ট্যানফোর্ড ইউনিভার্সিটি; Stanford University; Universitat d'Stanford; زانکۆی ستانفۆرد; Leland Stanford Junior University; Stanford; Stanford University; Stanfordská univerzita; Stanford; Stanford-universitetet; Stanford School of Medicine; Stanford Universität; Stanford University Medical School; Stanford-Universität; Stanford-University; Universität Stanford; Universitey Standfordi; Universıtey Standfordi; Πανεπιστήμιο του Στάνφορντ; Leland Stanford Junior University; University of Stanford; Stanford; Stanford Universitato; Stanford University; Stanforda Universitato; Universidad de Stanford; Leland Stanford Junior University; Stanford University; Stanford'i Ülikool; Leland Stanford Junior University; Stanford Unibertsitate; Stanford University; Stanfordeko Unibertsitatea; استانفورد; استنفورد; دانشگاه استانفورد; دانشگاه استنفورد آمریکا; دانشگاه استنفورد امریکا; دانشگاه استنفورد ایالات متحده; Stanford University; Stanford University; Université de Stanford; Universite Stanford; University of Stanford; אוניברסיטת סטאנפורד; Stanford University; Stanfordi Egyetem; Leland Stanford Junior University; Stanford University; Leland Stanford Junior University; Stanford; Stanford háskóli; Stanford University; Leland Stanford Junior University; Università di Stanford; LSJU; Stanford University; 스탠퍼드 대학; 스탠퍼드대; 스탠퍼드대학; 스탠퍼드대학교; 스탠포드 대학; 스탠포드 대학교; 스탠포드대; 스탠포드대학; 스탠포드대학교; Zankoya Stanford; Leland Stanford Junior University; Stanford University; Stanfordas universitāte; Stenfordas universitāte; लेलँड स्टॅनफर्ड जुनियर विद्यापीठ; स्टॅनफर्ड युनिव्हर्सिटी; स्टॅनफोर्ड युनिव्हर्सिटी; स्टॅनफोर्ड विद्यापीठ; Stanford University; စတင်းဖို့ဒ် တက္ကသိုလ်; Standford universitet; Stanford; Stanford universitet; Stanford-universitet; Stanford-universitetet; Universitetet i Stanford; Standford University Medical Center; Stanford Universiteit; Stanford University; Universiteit van Stanford; Stanford Law School; Uniwersytet Stanford; Uniwersytet Stanforda; Uniwersytet Stanfordzki; Stanford; Stanford Artificial Intelligence Laboratory; Stanford University; Universidade de stanford; Stanford University; Leland stanford junior university; Stanford; Stanford University; Stanford University; Станфордский университет; Стенфордский университет; Stanford University; Stanford University; Stanfordova univerzita; Stanfordská univerzita; Stanford; Stanford University; Stanfordska univerza; Stanford University; Stenford; Stenfordski univerzitet; Univerzitet Stanford; Univerzitet Stenford; Stanford; Stanforduniversitetet; Stanford; Stanford University; இசுடான்ஃபர்ட் பல்கலைக்கழகம்; ஸ்டான்ஃபர்ட் பல்கலைக்கழகம்; ஸ்டான்போர்டு பல்கலைக்கழகம்; ஸ்டான்போர்ட் பல்கலைக்கழகம்; Stanford; Stanford University; มหาวิทยาลัยสแตนเฟิร์ด; มหาวิทยาลัยแสตนฟอร์ด; สแตนฟอร์ด; แสตนฟอร์ด; Standford Üniversitesi; Stanford; Stanford Universitesi; Stanford University; Stanford; Стэнфорд; Станфорд; Станфордський університет; Đại học Tổng hợp Stanford; Stanford; Xtan-phò; Xtan-phợt; Xtanfot; Xtanfơt; Stanford University; Stanford University; 史丹福大学; 史丹福大學; 小利兰·斯坦福大学; 斯坦福大学; 斯坦福大學",United States of America,Stanford,37.43,-122.17,0000 0004 1936 8956
Stansfield College,,Singapore,,1.35366,103.871,
State Engineering University of Armenia,Ереванский политехнический институт,Armenia,Yerevan,40.191108,44.523108,
State Higher Education Institution “Pryazovskyi State Technical University”,PDTU; Pryazovs'kyj Deržavnyj Techničnyj Universytet; Приазовський державний технічний університет; Мариупольский металлургический институт; Приазовский Государственный Технический университет; Приазовський технічний державний університет,Ukraine,,47.0936,37.5414,0000 0001 1012 6940
State National Research Polytechnical University of Perm,ПГТУ; Perm State Technical University; Пермский государственный технический университет; Пермский политехнический институт; ПНИПУ; ППИ,Russia,Perm,58.00805557,56.24027779,
State Polytechnics of Andalas,Politeknik negeri padang; Politeknik Unand; Politeknik Universitas Andalas,,,-0.914,100.467,
State University of Bangladesh,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; State University of Bangladesh,Bangladesh,,23.749,90.3797,
State University of Land Use Planning,Гуз; ГУЗ; Константиновская межевая школа; Константиновское межевое училище; Московский институт землеустройства; Московский институт инженеров землеустройства,,,55.76311667,37.663675,
State University of Library Studies and Information Technologies,Специализирано висше училище по библиотекознание и информационни технологии; Университета по библиотекознание и информационни технологии,Bulgaria,,42.657646,23.387792,
State University of Malang,IKIP Malang; UM; IKIP Malang,Indonesia,,-7.962995,112.618447,
State University of New York Polytechnic Institute,SUNYIT,United States of America,,43.134,-75.229,
State University of New York at Brockport,State University of New York,United States of America,New York,43.211944444444,-77.95,
State University of New York at Cobleskill,SUNY Cobleskill,United States of America,New York,42.673,-74.4984,
State University of New York at Cortland,SUNY Cortland; Cortland State; State University of New York at Cortland; SUNY Cortland,United States of America,New York,42.597,-76.1894,
State University of New York at Fredonia,,United States of America,New York,42.4534,-79.337,
State University of New York at Geneseo,SUNY Geneseo; SUNY Geneseo; 紐約州立大學傑納蘇分校; 纽约州立大学几内索学院,United States of America,New York,42.7957,-77.8195,
State University of New York at New Paltz,,United States of America,New York,41.7436,-74.0839,
State University of New York at Oneonta,Государственный университет Нью-Йорка в Онеонте; Университет Онеонта,United States of America,New York,42.4695,-75.064,
State University of New York at Oswego,SUNY Oswego; SUNY Oswego (Nueva York); Universidad del Estado de Nueva York en Oswego,United States of America,New York,43.4514,-76.544,
State University of New York at Plattsburgh,,United States of America,,44.693333333333,-73.466388888889,
State University of New York at Potsdam,SUNY-Potsdam; ニューヨーク州立大学ポツダム校,United States of America,New York,44.6625,-74.9742,
State University of New York at Purchase,Purchase College; 紐約州立大學帕切斯學院; 纽约州立大学普切斯学院,United States of America,New York,41.047285,-73.702126,
State University of Novi Pazar,,Serbia,,43.1383,20.5211,
State University of Tetovo,Universität Tetova; UNIVERSITETI I TETOVES; Universiteti i Tetovës; USHT,Republic of Macedonia,Tetovo,41.991506,20.961764,
Steinbeis-Hochschule Berlin,Berlin School of Creative Leadership; Штайнбайс-Университет Берлин,Germany,,52.50944444,13.47388889,
Stellenbosch University,Maties; Universiteit van Stellenbosch; US; Stellenbosch University; University of Stellenbosch; Maties; Universite de Stellenbosch; University of Stellenbosch; Stellenbosch University; 스텔렌보스치 대학; 스텔렌보스치 대학교; 스텔렌보스치대; 스텔렌보스치대학; 스텔렌보스치대학교; Stellenbosch University; Universiteit Stellenbosch; Universiteit van Stellenbosch; Stellenbosch University; Universiteit van Stellenbosch; University of Stellenbosch; Universiteit Stellenbosch; Universiteit van Stellenbosch; Universitety of Stellenbosch; University of Stellenbosch; Stellenbosch University; 斯坦陵布希大學; University of Stellenbosch,South Africa,Stellenbosch,-33.930075,18.864725,
Stendhal University,Grenoble 3; Université Stendhal; Université Stendhal Grenoble-III,France,Saint-Martin-d'Hères,45.191786,5.765253,
Stephen F. Austin State University,SFASU; スティーヴン・F・オースティン州立大学,United States of America,Texas,31.6214,-94.6492,
Stetson University,,United States of America,Florida,29.034972,-81.30264,
Stetson University College of Law,,United States of America,Florida,27.7566,-82.7182,
Stevens Institute of Technology,Stevens; 史蒂文斯科技學院; 斯蒂文斯理工学院; 斯蒂文斯理工學院; スティーブンス技術研究所,United States of America,New Jersey,40.744906,-74.023937,
Stevenson University,Villa Julie College,United States of America,Maryland,39.4215,-76.7014,
Stockholm University,Universitat d’Estocolm; Stockholms universitet; Univerzita ve Stockholmu; Stockholm University; Stockholmer Universität; Stockholms universitet; Uni Stockholm; University of Stockholm; Stockholms universitet; Universite de Stockholm; Stockholms universitet; Háskólinn í Stokkhólmi; Stockholm University; Stockholms universitet; 스톡홀름대; Stockholm Universitet; Stockholms högskola; Universitetet i Stockholm; Stockholm University; Stockholms universitet; Stockholms högskola; Stockholms högskola; Stockholm university,Sweden,Stockholm Municipality,59.365277777778,18.058333333333,
Stony Brook University,SBU; State University of New York at Stony Brook; SUNY Stony Brook,United States of America,Stony Brook,40.914224,-73.11623,
Stratford University,,United States of America,Virginia,38.9074,-77.2145,
Strathclyde Law School,,United Kingdom,,55.863,-4.241,
Strayer University,,United States of America,Herndon,38.9593,-77.4149,
Stroganov Moscow State University of Arts and Industry,Строгановка; Université nationale des arts industriels S. Stroganov; Императорское Строгановское Центральное художественно-промышленное училище; МВХПУ; МГХПА; МГХПА им. С. Г. Строганова; МГХПУ; Московская государственная художественно-промышленная академия им. С. Г. Строганова; Московская художественно-промышленная академия им. С. Г. Строганова; Московский государственный художественно-промышленный университет имени С. Г. Строганова; Московский художественно-промышленный институт им. С. Г. Строганова; Московское высшее художественно-промышленное училище; Строгановское училище; Строгановское училище технического рисования; Строгановское художественно-промышленное училище; Строгановское центральное училище технического рисования; СХПУ,Russia,,55.8069,37.4981,
Sturm College of Law,,United States of America,Colorado,39.6792,-104.961,
Stuttgart Media University,HdM Stuttgart,Germany,Stuttgart,48.7408,9.1012,
Sudan University of Science and Technology,جامعه السودان للعلوم والتكنولوجيا; Sudan Universität für Wissenschaft und Technologie; Sudan University of Science and Technology; دانشگاه علوم و تکنولوژی سودان,Sudan,,15.599167,32.513333,
Suez Canal University,جامعه قناه السويس,Egypt,Ismaïlia,30.62,32.26916667,
Suez University,جامعه السويس,Egypt,,29.9978,32.4984,
Suffolk University,Suffolk University; Suffolk University; Suffolk university; Universite Suffolk; 서포크 대학교; Uniwersytet Suffolk; Suffolk University; Suffolk University,United States of America,Massachusetts,42.358537,-71.062277,
Sugino Fashion College,杉野女子大学; 杉野学園女子大学,Japan,,35.6465,139.426,
Sugiyama Jogakuen University,,Japan,,35.15935278,136.9869972,
Sukhothai Thammathirat Open University,STOU; Sukhothai Thammathirat Open University; STOU; ม.สุโขทัยธรรมาธิราช; มสธ; มสธ.,Thailand,Bang Phut,13.91027778,100.53666667,
Sul Ross State University,دانشگاه ایالتی سول راس,United States of America,Alpine,30.3635,-103.65,
Sultan Qaboos University,جامعه السلطان قابوس,Oman,,23.6004,58.1691,
Sumqayit State University,,Azerbaijan,,40.57222222,49.67583333,
Sumy National Agrarian University,,Ukraine,,50.8833,34.7781,
Sumy State University,СумДУ; Сумской государственный университет,Ukraine,,50.8922,34.8417,
Sungkonghoe University,성 미가엘 신학원; 성공회대; 천신신학교,South Korea,Seoul,37.48744444,126.82575,
Sungkyunkwan University,성균관대학교; 성균관대; 성대; 성균관대학교，成均館大學校,South Korea,Seoul,37.587222222222,126.99416666667,
Sungshin Women's University,성신여대; 성신여자대; 성신여자대학,South Korea,Seoul,37.59130556,127.02213889,
Sunway University,,Malaysia,,3.0681,101.604,
Suor Orsola Benincasa University of Naples,Universite Soeur-Ursule-Benincasa; Universite Sœur-Ursule-Benincasa; Université sœur-ursule-benincasa; Gabinetto delle Stampe (Università degli studi Suor Orsola Benincasa); Istituto Suor Orsola Benincasa; Università degli studi Suor Orsola Benincasa,Italy,Naples,40.8404996,14.2421304,
Superior Institute of Religious Sciences of St. Thomas Aquinas,I.S.S.R. San Tommaso d'Aquino; Institutum Superius Scientiarum Religiosarum Sancti Thomae Aquinatis; Высший институт религиозных наук святого Фомы Аквинского в городе Киеве; Институт религиозных наук святого Томы Аквинского в городе Киеве; Аквінарник,Ukraine,,50.4664,30.4708,
Suranaree University of Technology,,Thailand,,14.87291623,102.02369928,
Suratthani Rajabhat University,มรภ.สุราษฎร์ธานี; สถาบันราชภัฏสุราษฎร์ธานี,Thailand,Khun Thale,9.08373,99.36359,
Surgut State University,СурГУ,Russia,Surgut,61.2398389,73.41098334,
Surugadai University,駿大; 駿河台大; 駿輝祭; するがだいだいがく,Japan,,35.8325,139.334,
Surya University,SU; Surya university; Universitas Surya,Indonesia,,-6.26048,106.618,
Susquehanna University,Sesquehanna; Susquahanna; Susquehana,United States of America,Pennsylvania,40.8,-76.874,
Suzhou University of Science and Technology,,People's Republic of China,,31.3059,120.565,
Suzuka International University,,Japan,,34.8086,136.539,
Suzuka University of Medical Science,鈴鹿医療科学技術大学,Japan,,34.8586,136.599,
Swansea University,"University of Wales; Swansea university; Prifysgol Abertawe; University College of Swansea; University of Wales, Swansea; Swansea University; スウォンジー大学",United Kingdom,Swansea,51.609722222222,-3.9805555555556,
Swansea University School of Medicine,مدرسه طب سوانزي,,,51.609617,-3.980629,
Swarthmore College,Swat; Swarthmore’i kolledž; Swarthmore College; College di Swarthmore; 스와스모어; 스와스모어 대학; 스와스모어 칼리지; 스워스모어 대학교,United States of America,Swarthmore,39.905,-75.353888888889,
Swedish University of Agricultural Sciences,Ruotsin maataloustieteellinen yliopisto; SLU-スウェーデン農業大学,Sweden,Uppsala Municipality,59.815,17.663,
Swinburne University of Technology,,Sprent Dabwido,Swamp River,-37.821111111111,145.03833333333,
Swinburne University of Technology Sarawak Campus,,Malaysia,,1.53194444,110.35694444,
Swiss German University,,Indonesia,,-6.304443,106.639928,
Sydney Law School,Sydney Law school,Australia,New South Wales,-33.869,151.211,
Sylhet International University,ইনডিপেন্ডেন্ট ইউনিভার্সিটি; Sylhet International University,Bangladesh,,24.9014,91.8431,
Symbiosis International University,SIU,India,Pune,18.5177,73.8148,
Syracuse University,SU; 'Cuse; Cuse; University of Syracuse,United States of America,Syracuse,43.03767,-76.13399,0000 0001 2189 1568
Syracuse University College of Law,シラキュース大学ロー・スクール,United States of America,New York,43.036277777778,-76.13875,
Syrian Private University,,Syria,,33.3143,36.2693,
Szczecin University of Technology,Politehnica Szczecin; Universitatea Tehnică din Szczecin,Poland,,53.4248,14.5352,
Szent István University,Szent István Universität; Szent-István-Universität Gödöllő; SZIU; Université d'agronomie de Gödöllő; Université saint Étienne Ier de Hongrie; Université Szent István,Hungary,Gödöllő,47.5938,19.3612,
Széchenyi István University,Istvan-Szechenyi-Universität; Széchenyi-István-Universität; Universität Gyor; Universität Györ; Universität Győr,Hungary,Győr,47.6935,17.6276,
Süleyman Demirel University,,Turkey,,37.829,30.529,
Sōka University,Sōka Daigaku; Soka-Universität; Universite Soka; Université Soka; Université Sôka; 創大; มหาวิทยาลัยโซคา; มหาวิทยาลัยโซคา ญี่ปุ่น; 创价大学,Japan,Tokyo,35.68768333,139.32876667,
TOBB University of Economics and Technology,Tobb Ekonomi Ve Teknoloji Universiteti; TOBB Ekonomi ve Teknoloji Ünversitesi; TOBB Ekonomi ve Teknoloji Üniversitesi; Tobb etu; TOBB ETÜ; Türkiye Odalar ve Borsalar Birliği Ekonomi ve Teknoloji Üniversitesi; ТОББ Иқтисодиёт ва Технология Университети,Turkey,,39.9219,32.7992,
TU Dortmund University,UNIDO; TU Dortmund; Uni Dortmund; Universität Dortmund; Dortmund University; Technical University of Dortmund; University of Dortmund; Dortmundin yliopisto; Universite de Dortmund; Technische Universität Dortmund; Università di Dortmund; ドルトムント大学; 多特蒙德工业大学,Germany,Dortmund,51.4925,7.414167,0000 0001 2188 2426
Tabarestan University,,Iran,,36.6503,51.4419,
Tabriz Art University,دانشگاه هنر تبریز; Universite des arts islamiques de Tabriz; Université des arts islamiques de tabriz,Iran,Tabriz,38.0712,46.2944,
Tabriz University of Medical Sciences,,Iran,,38.0561,46.3253,
Tadeusz Kościuszko University of Technology,Politechnika Krakowska,Poland,Kraków,50.07166667,19.94416667,0000 0001 0037 5134
Tadulako University,Universitas tadulako,Indonesia,,-0.838,119.89625,
