name,alias,country,region,lat,lon,isni
Tafresh University,دانشگاه امیرکبیر تفرش; دانشگاه صنعتی امیرکبیر واحد تفرش,Iran,,34.678286,50.052182,
Taif University,جامعه الطائف,Saudi Arabia,,21.4328,40.4939,
Tainan University of Technology,台南応用科技大学; 台南科大; 台南科技大學; 臺南應用科技大學; 臺南科技大學,Taiwan,,23.0389,120.239,
Taipei Medical University,台北市立台北医学大学; 私立台北医学大学; Taipei Medical University; 台北医学大学; 台北醫學大學; 台北醫學院; 臺北醫學院,,,25.025,121.561,
Taisei Gakuin University,南大阪大学,Japan,,34.5249,135.579,
Taisho University,Taishō Daigaku; Taisho University; Taisho-Universität; 智山専門学校; 真言宗新義派大学林; 豊山大学,Japan,,35.74276389,139.72703889,
Taiwan Hospitality and Tourism University,台湾观光学院; 台灣觀光學院; 台灣觀光專校; 臺灣觀光經營管理專科學校,,,23.857,121.48601,
Taiyuan University of Technology,Taiyuan Institute of Technology; TUT; TYUT; 国立山西大学堂西学专斋; 太原工学院; 山西大学堂西学专斋,People's Republic of China,,37.86,112.523,
Tajik State Medical University,Сталинабадский медицинский институт; Таджикский Государственный Медицинский Университет; Таджикский Государственный медицинский университет имени Абуали ибни Сино; Таджикский медицинский институт,,,38.6018,68.7854,
Tajik State National University,Таджикский государственный университет,Tajikistan,,38.589491,68.773143,
Tajik State Pedagogical University,دانشگاه دولتی اموزگاری تاجیکستان; Донишгоҳи Давлатии Омӯзгории Тоҷикистон; Донишгоҳи давлатии омӯзгории Тоҷикистон ба номи Қандил Ҷӯраев; Донишгоҳи давлатии омӯзгории Тоҷикистон ба номи Ҷӯраев; Иниститути педагоги давлатии Душанбе ба номи Т. Г. Шевченко,,,38.5935,68.7858,
Tajik State University of Commerce,Донишгоҳи давлатии тиҷорати Тоҷикистон(ДДТТ),Tajikistan,Dushanbe,38.5326,68.7583,
Tajik Technical University,Tajikistan University of Technology; Донишгоҳи техникии Тоҷикистон ба номи М.С. Осимӣ,,,38.5303,68.7586,
Takachiho University,高千穂商科大学; 高千穂高等商業学校,Japan,,35.6804,139.643,
Takamatsu University,,,,34.3292,134.087,
Takaoka University of Law,TUL; TUOL,Japan,,36.6695,137.001,
Takarazuka University,宝塚大; 宝塚芸大; 宝塚造形大; 宝塚造形芸術大学,Japan,,34.8363,135.4,
Takasaki City University of Economics,Takasaki City University of Economics; Takasaki Keizai Daigaku; Takasaki-Wirtschaftsuniversität; TCUE; TCUOE,Japan,Takasaki,36.345316,138.977555,
Takasaki University of Commerce,TUOC,Japan,,36.2856,139.034,
Takasaki University of Health and Welfare,TUHW,Japan,,36.3247,139.055,
Takhar University,,Afghanistan,,36.7312,69.54,
Takming University of Science and Technology,德明技術學院; 德明科大; 德明科技大學; 德明行政管理專科學校,Taiwan,,25.0865,121.566,
Takushoku University,,Japan,Tokyo,35.715333,139.736218,
Tallinn University,TU,Estonia,Estonia,59.438611,24.771389,
Tallinn University of Applied Sciences,Tallinna Ehitus- ja Mehaanikatehnikum; Tallinna Ehitustehnikum; Tallinna Kõrgem Tehnikakool; TEMT; TKTK,Estonia,Estonia,59.42649444,24.74148333,
Tallinn University of Technology,TTÜ; TTÜ; Tallinn Technical University; Universidad Tecnica de Tallin; Tallinna Polütehniline Instituut; Tallinna Tehnikainstituut; TPI; Uniwersytet Techniczny w Tallinie; Таллиннский Технический Университет; Таллинский Политехнический институт; Талліннський політехнічний інститут; Талліннський технічний інститут; Таллінський політехнічний інститут; Таллінський технічний інститут; Таллінський технічний університет,Estonia,Estonia,59.395287,24.671795,
Tama Art University,Tama Art University; Tama Bijutsu Daigaku; Tamabi; Tama Art University; タマビ; 다마 미술대학교,Japan,Tokyo,35.61414,139.636664,
Tama University,,Japan,,35.6306,139.464,
Tamagawa University,玉川大学出版部,Japan,,35.5669,139.468,
Tambov State Technical University,Тамбовский институт химического машиностроения; ТИХМ,Russia,,52.7242,41.4553,
Tambov State University,Тамбовский государственный институт культуры; Тамбовский университет,Russia,Tambov,52.7208,41.4461,
Tamil Nadu Horticulture University,,India,Coimbatore,11.1176,76.9944,
Tamil Nadu Open University,,,India,13.0099,80.2317,
Tamkang University,TKU; TKU; 淡大; 淡江; 淡江大学; 淡江文理學院; 淡江英專; 淡江英語專科學校; 淡大,,,25.175,121.449,
Tampere University of Applied Sciences,TAMK; Tampereen amk; Tampereen teknillinen opisto; Tampereen teknillinen oppilaitos,Finland,Tampere,61.504,23.809,
Tampere University of Technology,,Finland,Tampere,61.449444444444,23.86,
Tanjungpura University,Universitas tanjungpura,Indonesia,,-0.058,109.347,
Tanta University,جامعه طنطا,Egypt,Tanta,30.7922,30.9992,
Tapee University,Tapee College; วิทยาลัยตาปี; Tapee College,Thailand,Makham Tia,9.12641667,99.31818611,
Taraclia State University,Universitatea de Stat din Taraclia; Тараклійський державний університет,,,45.913176,28.670765,
Taras Shevchenko National University of Kyiv,Kiyev Universiteti; T. Gyu Shevchenko nomidagi Kiyev universiteti; T. Gyu Shevchenko Nomidagi Kiyev Universiteti; Кіеўскі дзяржаўны ўніверсітэт; Кіеўскі ўніверсітэт; Кіеўскі ўніверсітэт Святога Уладзіміра; Národní univerzita Tarase Ševčenka v Kyjevě; Ševčenkova univerzita; Nationale Taras Schewtschenko Universität; Taras-Schewtschenko-Universität; Universität Kiew; Πανεπιστήμιο του Κιέβου; Ταράς Σεβτσένκο Εθνικό Πανεπιστήμιο Κιέβου; National University of Kyiv; Kieva Universitato; Universidad Nacional de Kiev; Universidad Nacional de Kiev Taras Shevchenko; Kiievi rahvusülikool; Kiievi Tarass Ševtšenko nimeline Rahvusülikool; دانشگاه ملی تاراس شفچنکو کیف; Kiovan valtionyliopisto; Kiovan yliopisto; Punainen yliopisto; Université d'État de Kiev; Universite d'Etat Tarass-Chevtchenko; Université d'état tarass-chevtchenko; Université de Kiev; Université nationale Taras-Chevtchenko; Université nationale Tarass-Chevtchenko; Université Taras-Chevtchenko; Université Tarass-Chevtchenko; キエフ国立大学; キエフ帝国大学; Narodowy Uniwersytet im. Tarasa Szewczenki; Uniwersytet Świętego Włodzimierza; ВИНО; Высший институт народного образования; Императорский университет св. Владимира; Киевский государственный университет; Киевский государственный университет им. Т. Г. Шевченко; Киевский государственный университет им. Тараса Шевченко; Киевский государственный университет им. Шевченко; Киевский государственный университет имени Т. Г. Шевченко; Киевский государственный университет имени Тараса Шевченко; Киевский государственный университет имени Шевченко; Киевский Императорский университет св. Владимира; Киевский Императорский университет святого Владимира; Киевский музей украинского искусства; Киевский национальный университет; Киевский национальный университет им. Т. Шевченко; Киевский национальный университет им. Т.Шевченко; Киевский национальный университет им. Тараса Шевченко; Киевский национальный университет имени Т. Г. Шевченко; Киевский университет; Киевский университет им. Т. Шевченко; Киевский университет им. Т.Г.Шевченко; Киевский университет им. Т.Шевченко; Киевский университет имени Тараса Шевченко; Киевский университет имени Шевченко; Киевский университет св. Владимира; Киевский университет святого Владимира; КНУ; КНУ им. Т. Шевченко; Университет св. Владимира; Университет Святого Владимира; Kiev Sjevtjenko universitet; КДУ; КДУ ім. Т. Г. Шевченко; Київський державний університет; Київський державний університет ім. Т. Г. Шевченка; Київський державний університет ім. Т.Г. Шевченка; Київський державний університет імені Т. Г. Шевченка; Київський державний університет імені Т.Г. Шевченка; Київський Імператорський Університет Святого Володимира; Київський ІНО; Київський інститут народної освіти; Київський національний університет; Київський національний університет ім. Т. Шевченка; Київський національний університет ім. Т.Шевченка; Київський унiверситет імені Тараса Шевченка; Київський університет; Київський університет ім. Т. Шевченка; Київський університет ім. Т.Шевченка; Київський університет ім. Тараса Шевченка; Київський університет імені Т. Г. Шевченка; Київський університет імені Тараса Григоровича Шевченка; Київський університет імені Тараса Шевченка; Київський університет св. Володимира; Київський університет Святого Володимира; КНУ; КНУ ім Т. Шевченка; КНУ ім. Т. Шевченка; КНУ ім. Тараса Шевченка; КНУ імені Тараса Шевченка; КНУТШ; Національний університет ім. Т. Шевченка; Національний університет імені Тараса Шевченка; Університет Святого Володимира; Університет святого Володимира у Києві; Taras Shevchenko National University of Kyiv,Russian Empire,,50.441903,30.511314,
